         57347559 function calls (56106207 primitive calls) in 92.745 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4352    0.014    0.000    0.288    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/axis.py:2602(_init)
2175/1670    0.007    0.000    0.287    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/colors.py:2331(autoscale_None)
   132931    0.022    0.000    0.285    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/transforms.py:1782(transform)
     6528    0.012    0.000    0.285    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/collections.py:811(_set_edgecolor)
43520/43500    0.020    0.000    0.282    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/markers.py:220(__init__)
 1087/809    0.117    0.000    0.282    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/colors.py:745(_get_rgba_and_mask)
2193/1612    0.011    0.000    0.280    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/concurrent/futures/thread.py:165(submit)
     4352    0.015    0.000    0.278    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/axis.py:2378(_init)
     1088    0.001    0.000    0.271    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/collections.py:754(set_color)
   177915    0.122    0.000    0.268    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/copy.py:62(copy)
   132931    0.050    0.000    0.263    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/transforms.py:1848(transform_affine)
   153523    0.127    0.000    0.263    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/_api/__init__.py:133(check_shape)
       53    0.000    0.000    0.243    0.005 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/gribapi/gribapi.py:2028(grib_get_array)
       53    0.235    0.004    0.243    0.005 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/gribapi/gribapi.py:1203(grib_get_double_array)
151427/151397    0.123    0.000    0.241    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/transforms.py:1972(rotate)
26112/26100    0.016    0.000    0.239    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/patches.py:934(get_bbox)
11983/7856    0.099    0.000    0.235    0.000 {method 'flatten' of 'numpy.ndarray' objects}
 1088/861    0.012    0.000    0.235    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/axes/_axes.py:5992(_pcolorargs)
36992/36979    0.061    0.000    0.234    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/cbook.py:293(connect)
73181/72008    0.215    0.000    0.233    0.000 <frozen abc>:121(__subclasscheck__)
     4352    0.002    0.000    0.232    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/axes/_base.py:3970(set_ylim)
     1088    0.212    0.000    0.231    0.000 {method 'take' of 'numpy.ndarray' objects}
4352/4330    0.007    0.000    0.229    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/ticker.py:452(__init__)
182784/182709    0.141    0.000    0.229    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/_api/__init__.py:65(check_isinstance)
32640/32623    0.034    0.000    0.222    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/transforms.py:804(from_extents)
    43520    0.047    0.000    0.220    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/markers.py:299(_set_marker)
  1912784    0.218    0.000    0.218    0.000 {function RcParams.__getitem__ at 0x10c4ff240}
     8704    0.005    0.000    0.218    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/lines.py:1035(get_path)
7616/7536    0.017    0.000    0.216    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/ma/core.py:1882(masked_where)
73984/72896    0.025    0.000    0.215    0.000 {method 'view' of 'numpy.ndarray' objects}
188419/188418    0.086    0.000    0.214    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/transforms.py:1886(__init__)
     8704    0.056    0.000    0.213    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/lines.py:672(recache)
     2176    0.001    0.000    0.212    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/backend_bases.py:3503(new_figure_manager_given_figure)
  2656559    0.212    0.000    0.212    0.000 {method 'items' of 'dict' objects}
     2176    0.003    0.000    0.211    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/backend_bases.py:1772(new_manager)
    45696    0.013    0.000    0.211    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/font_manager.py:961(copy)
39168/19584    0.063    0.000    0.209    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/units.py:164(get_converter)
    33728    0.011    0.000    0.209    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/patches.py:395(set_facecolor)
4352/4330    0.017    0.000    0.208    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/ticker.py:575(set_useMathText)
     2176    0.003    0.000    0.207    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/backend_bases.py:2646(create_with_canvas)
       18    0.000    0.000    0.207    0.011 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/xarray_plugin.py:27(__init__)
       18    0.000    0.000    0.207    0.011 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/dataset.py:812(open_file)
    31552    0.047    0.000    0.202    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/ma/core.py:3050(__array_finalize__)
       18    0.000    0.000    0.202    0.011 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/dataset.py:760(open_from_index)
       18    0.000    0.000    0.202    0.011 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/dataset.py:667(build_dataset_components)
    41/19    0.001    0.000    0.202    0.011 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/__init__.py:71(import_module)
    49/19    0.000    0.000    0.201    0.011 <frozen importlib._bootstrap>:1375(_gcd_import)
    17408    0.008    0.000    0.201    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/axis.py:1738(update_units)
     4352    0.011    0.000    0.201    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/contextlib.py:571(__exit__)
    80512    0.037    0.000    0.199    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/colors.py:243(_check_color_like)
    33728    0.020    0.000    0.198    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/patches.py:388(_set_facecolor)
   132931    0.193    0.000    0.193    0.000 {built-in method matplotlib._path.affine_transform}
     4352    0.011    0.000    0.193    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/patches.py:748(__init__)
       19    0.002    0.000    0.193    0.010 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/dataset.py:488(build_variable_components)
    54400    0.042    0.000    0.193    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/text.py:995(set_color)
208896/208789    0.079    0.000    0.192    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/artist.py:102(_stale_axes_callback)
   254628    0.070    0.000    0.189    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/contextlib.py:303(helper)
   152423    0.062    0.000    0.188    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/path.py:202(_update_values)
  496/493    0.003    0.000    0.187    0.000 <frozen importlib._bootstrap_external>:1093(get_code)
   307011    0.063    0.000    0.187    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/transforms.py:155(invalidate)
350531/350445    0.131    0.000    0.186    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/transforms.py:1769(__init__)
        1    0.000    0.000    0.183    0.183 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/special/__init__.py:1(<module>)
   279417    0.113    0.000    0.182    0.000 {built-in method builtins.any}
91392/91351    0.039    0.000    0.181    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/artist.py:435(set_transform)
    826/7    0.012    0.000    0.180    0.026 <frozen importlib._bootstrap>:1349(_find_and_load)
     3264    0.003    0.000    0.179    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/collections.py:781(set_facecolor)
      587    0.000    0.000    0.176    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
52224/52200    0.028    0.000    0.176    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/lines.py:648(set_data)
     2176    0.004    0.000    0.174    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/axes/_base.py:3661(set_xbound)
       51    0.006    0.000    0.174    0.003 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/dataset.py:361(__getitem__)
       82    0.173    0.002    0.173    0.002 {built-in method _imp.create_dynamic}
       82    0.000    0.000    0.171    0.002 <frozen importlib._bootstrap_external>:1318(create_module)
      772    0.001    0.000    0.168    0.000 <frozen importlib._bootstrap_external>:164(_path_isfile)
89216/89176    0.041    0.000    0.167    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/artist.py:738(set_figure)
 1088/891    0.102    0.000    0.167    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/shape_base.py:380(stack)
69632/69576    0.077    0.000    0.164    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/transforms.py:749(__init__)
   299405    0.068    0.000    0.159    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/cbook.py:1347(_to_unmasked_float_array)
23936/23927    0.009    0.000    0.159    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/cbook.py:305(_connect_picklable)
       19    0.000    0.000    0.158    0.008 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/dataset.py:476(read_data_var_attrs)
     2176    0.004    0.000    0.157    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/axes/_base.py:3914(set_ybound)
    80512    0.029    0.000    0.156    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/colors.py:224(is_color_like)
      415    0.000    0.000    0.156    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/gribapi/gribapi.py:1988(grib_get)
      115    0.147    0.001    0.150    0.001 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/gribapi/gribapi.py:481(grib_get_string)
     2145    0.001    0.000    0.150    0.000 <frozen importlib._bootstrap_external>:145(_path_stat)
    17408    0.012    0.000    0.148    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/lines.py:1189(set_marker)
291024/290942    0.044    0.000    0.148    0.000 <frozen abc>:117(__instancecheck__)
    42432    0.091    0.000    0.148    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/ma/core.py:3024(_update_from)
10880/5440    0.049    0.000    0.145    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/transforms.py:2431(get_affine)
37283/37115    0.031    0.000    0.144    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:51(_wrapfunc)
     2176    0.008    0.000    0.141    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/axes/_base.py:867(set_figure)
10880/9791    0.032    0.000    0.140    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/transforms.py:1108(get_points)
     3264    0.003    0.000    0.139    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/collections.py:830(set_edgecolor)
7616/7608    0.025    0.000    0.139    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/ma/core.py:2879(__new__)
   106624    0.039    0.000    0.136    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/cbook.py:871(get_siblings)
    34996    0.014    0.000    0.135    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:211(reshape)
     2176    0.014    0.000    0.134    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/figure.py:156(_get_draw_artists)
    43520    0.031    0.000    0.132    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/markers.py:250(_recache)
43520/34816    0.048    0.000    0.132    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/spines.py:340(get_spine_transform)
   765690    0.129    0.000    0.129    0.000 {method 'match' of 're.Pattern' objects}
  1425424    0.127    0.000    0.127    0.000 {method 'get' of 'dict' objects}
     3264    0.012    0.000    0.126    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/colors.py:2214(process_value)
1139/1110    0.012    0.000    0.126    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/numeric.py:290(full)
        1    0.000    0.000    0.126    0.126 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/interpolate/_fitpack_py.py:1(<module>)
4352/4350    0.014    0.000    0.124    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/backend_bases.py:1987(_switch_canvas_and_return_print_method)
2174/1189    0.020    0.000    0.123    0.000 {method 'flush' of '_io.BufferedRandom' objects}
363587/307011    0.092    0.000    0.123    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/transforms.py:164(_invalidate_internal)
  498/495    0.001    0.000    0.123    0.000 <frozen importlib._bootstrap_external>:1214(get_data)
3264/2575    0.003    0.000    0.121    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/axes/_axes.py:6022(<genexpr>)
        1    0.000    0.000    0.121    0.121 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/interpolate/_bsplines.py:1(<module>)
     2176    0.011    0.000    0.120    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/backends/backend_agg.py:268(clear)
